,100_MIDDLE_avr_goldEarned,100_MIDDLE_avr_kill,100_MIDDLE_avr_death,100_MIDDLE_avr_assists,100_MIDDLE_avr_trueDamageDealtToChampions,100_MIDDLE_avr_damageDealtToTurrets,100_MIDDLE_avr_goldSpent,100_MIDDLE_avr_visionScore,100_MIDDLE_avr_physicalDamageDealt,100_MIDDLE_avr_totalHeal,100_MIDDLE_avr_champLevel,100_MIDDLE_avr_magicDamageDealtToChampions,100_MIDDLE_avr_wardsPlaced,100_MIDDLE_avr_goldSpent,100_TOP_avr_goldEarned,100_TOP_avr_kill,100_TOP_avr_death,100_TOP_avr_assists,100_TOP_avr_trueDamageDealtToChampions,100_TOP_avr_damageDealtToTurrets,100_TOP_avr_goldSpent,100_TOP_avr_visionScore,100_TOP_avr_physicalDamageDealt,100_TOP_avr_totalHeal,100_TOP_avr_champLevel,100_TOP_avr_magicDamageDealtToChampions,100_TOP_avr_wardsPlaced,100_TOP_avr_goldSpent,100_JUNGLE_avr_goldEarned,100_JUNGLE_avr_kill,100_JUNGLE_avr_death,100_JUNGLE_avr_assists,100_JUNGLE_avr_trueDamageDealtToChampions,100_JUNGLE_avr_damageDealtToTurrets,100_JUNGLE_avr_goldSpent,100_JUNGLE_avr_visionScore,100_JUNGLE_avr_physicalDamageDealt,100_JUNGLE_avr_totalHeal,100_JUNGLE_avr_champLevel,100_JUNGLE_avr_magicDamageDealtToChampions,100_JUNGLE_avr_wardsPlaced,100_JUNGLE_avr_goldSpent,100_ADC_avr_goldEarned,100_ADC_avr_kill,100_ADC_avr_death,100_ADC_avr_assists,100_ADC_avr_trueDamageDealtToChampions,100_ADC_avr_damageDealtToTurrets,100_ADC_avr_goldSpent,100_ADC_avr_visionScore,100_ADC_avr_physicalDamageDealt,100_ADC_avr_totalHeal,100_ADC_avr_champLevel,100_ADC_avr_magicDamageDealtToChampions,100_ADC_avr_wardsPlaced,100_ADC_avr_goldSpent,100_SUPPORT_avr_goldEarned,100_SUPPORT_avr_kill,100_SUPPORT_avr_death,100_SUPPORT_avr_assists,100_SUPPORT_avr_trueDamageDealtToChampions,100_SUPPORT_avr_damageDealtToTurrets,100_SUPPORT_avr_goldSpent,100_SUPPORT_avr_visionScore,100_SUPPORT_avr_physicalDamageDealt,100_SUPPORT_avr_totalHeal,100_SUPPORT_avr_champLevel,100_SUPPORT_avr_magicDamageDealtToChampions,100_SUPPORT_avr_wardsPlaced,100_SUPPORT_avr_goldSpent,200_MIDDLE_avr_goldEarned,200_MIDDLE_avr_kill,200_MIDDLE_avr_death,200_MIDDLE_avr_assists,200_MIDDLE_avr_trueDamageDealtToChampions,200_MIDDLE_avr_damageDealtToTurrets,200_MIDDLE_avr_goldSpent,200_MIDDLE_avr_visionScore,200_MIDDLE_avr_physicalDamageDealt,200_MIDDLE_avr_totalHeal,200_MIDDLE_avr_champLevel,200_MIDDLE_avr_magicDamageDealtToChampions,200_MIDDLE_avr_wardsPlaced,200_MIDDLE_avr_goldSpent,200_TOP_avr_goldEarned,200_TOP_avr_kill,200_TOP_avr_death,200_TOP_avr_assists,200_TOP_avr_trueDamageDealtToChampions,200_TOP_avr_damageDealtToTurrets,200_TOP_avr_goldSpent,200_TOP_avr_visionScore,200_TOP_avr_physicalDamageDealt,200_TOP_avr_totalHeal,200_TOP_avr_champLevel,200_TOP_avr_magicDamageDealtToChampions,200_TOP_avr_wardsPlaced,200_TOP_avr_goldSpent,200_JUNGLE_avr_goldEarned,200_JUNGLE_avr_kill,200_JUNGLE_avr_death,200_JUNGLE_avr_assists,200_JUNGLE_avr_trueDamageDealtToChampions,200_JUNGLE_avr_damageDealtToTurrets,200_JUNGLE_avr_goldSpent,200_JUNGLE_avr_visionScore,200_JUNGLE_avr_physicalDamageDealt,200_JUNGLE_avr_totalHeal,200_JUNGLE_avr_champLevel,200_JUNGLE_avr_magicDamageDealtToChampions,200_JUNGLE_avr_wardsPlaced,200_JUNGLE_avr_goldSpent,200_ADC_avr_goldEarned,200_ADC_avr_kill,200_ADC_avr_death,200_ADC_avr_assists,200_ADC_avr_trueDamageDealtToChampions,200_ADC_avr_damageDealtToTurrets,200_ADC_avr_goldSpent,200_ADC_avr_visionScore,200_ADC_avr_physicalDamageDealt,200_ADC_avr_totalHeal,200_ADC_avr_champLevel,200_ADC_avr_magicDamageDealtToChampions,200_ADC_avr_wardsPlaced,200_ADC_avr_goldSpent,200_SUPPORT_avr_goldEarned,200_SUPPORT_avr_kill,200_SUPPORT_avr_death,200_SUPPORT_avr_assists,200_SUPPORT_avr_trueDamageDealtToChampions,200_SUPPORT_avr_damageDealtToTurrets,200_SUPPORT_avr_goldSpent,200_SUPPORT_avr_visionScore,200_SUPPORT_avr_physicalDamageDealt,200_SUPPORT_avr_totalHeal,200_SUPPORT_avr_champLevel,200_SUPPORT_avr_magicDamageDealtToChampions,200_SUPPORT_avr_wardsPlaced,200_SUPPORT_avr_goldSpent,win
310,7704,4,8,7,538,114,7375,8,8,768,12,9308,7,7375,8734,3,4,8,0,1652,7675,17,17,4783,13,14463,8,7675,9587,4,3,11,994,2897,8685,42,42,19921,14,11776,11,8685,11626,6,6,19,0,6043,11225,11,11,2227,14,25177,5,11225,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,10670,8,4,11,592,606,13055,17,17,7152,13,18048,7,13055,11056,4,12,9,61,124,10900,21,21,10995,17,23163,17,10900,11772,7,5,16,1210,3150,9385,17,17,15849,15,13074,3,9385,7876,0,4,7,206,2778,7475,26,26,2169,12,157,8,7475,7136,3,2,11,276,115,5775,60,60,2824,10,3887,21,5775,0
311,11449,7,8,4,0,1182,11225,12,12,5579,16,23470,8,11225,6688,1,6,2,1140,0,6450,11,11,5971,12,1823,5,6450,13011,13,0,8,549,6696,12225,18,18,16435,16,16575,5,12225,12680,8,4,9,135,2724,10200,26,26,2474,13,0,11,10200,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,5879,4,6,1,244,1124,5660,10,10,2351,10,6802,6,5660,12506,8,9,4,0,846,12200,21,21,10048,15,3542,9,12200,14461,14,3,8,2077,2693,12875,29,29,10173,16,22118,5,12875,7119,1,9,3,0,0,6750,19,19,1183,11,599,10,6750,3585,2,8,1,370,0,2900,5,5,81,7,327,4,2900,0
312,5879,4,6,1,244,1124,5660,10,10,2351,10,6802,6,5660,5204,2,3,5,568,282,4575,10,10,2021,10,0,5,4575,13011,13,0,8,549,6696,12225,18,18,16435,16,16575,5,12225,12680,8,4,9,135,2724,10200,26,26,2474,13,0,11,10200,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,4455,1,4,2,0,0,4200,9,9,417,10,3892,7,4200,5965,2,1,0,327,3301,5425,5,5,729,11,350,5,5425,15255,15,3,5,1617,4275,12650,32,32,11386,16,703,11,12650,9073,2,8,7,0,4037,8625,15,15,7198,13,1403,9,8625,3585,2,8,1,370,0,2900,5,5,81,7,327,4,2900,1
313,10410,4,6,8,90,2079,9025,24,24,1424,14,1199,5,9025,7304,0,5,3,290,2599,6800,17,17,401,12,7720,8,6800,13011,13,0,8,549,6696,12225,18,18,16435,16,16575,5,12225,12680,8,4,9,135,2724,10200,26,26,2474,13,0,11,10200,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,9006,2,1,9,0,1198,8450,22,22,5407,14,10765,11,8450,7342,0,6,1,0,1729,7250,10,10,3953,12,3237,7,7250,11982,13,1,7,1003,712,11075,24,24,9878,14,10633,5,11075,13364,9,3,11,2662,4052,11475,19,19,6088,14,3173,8,11475,4503,0,3,8,554,0,3875,35,35,1916,8,3044,26,3875,1
314,10807,11,2,5,542,2386,9250,12,12,688,13,14887,6,9250,17024,21,8,8,12572,5207,16100,16,16,14094,16,2465,10,16100,12537,10,5,13,916,94,12025,17,17,44223,15,17199,4,12025,10880,7,15,9,5566,3342,10350,36,36,6543,14,0,16,10350,4503,0,3,8,554,0,3875,35,35,1916,8,3044,26,3875,8324,3,11,4,1236,0,8150,18,18,6645,13,701,9,8150,12418,3,3,8,2746,5176,10158,28,28,11073,16,5978,12,10158,9191,6,0,5,894,3983,7650,16,16,12700,12,1112,4,7650,7521,3,5,5,22,3050,7525,5,5,2414,10,1704,5,7525,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
315,5879,4,6,1,244,1124,5660,10,10,2351,10,6802,6,5660,6961,2,4,3,898,769,6825,21,21,3316,11,8041,8,6825,11875,10,14,9,1113,0,11175,12,12,13330,13,1873,4,11175,7521,3,5,5,22,3050,7525,5,5,2414,10,1704,5,7525,10041,4,4,11,1875,252,9350,97,97,6758,12,57,43,9350,12328,3,5,5,2480,6050,12175,29,29,2580,16,195,15,12175,9385,6,7,3,0,2927,8358,25,25,2432,13,3919,11,8358,14461,14,3,8,2077,2693,12875,29,29,10173,16,22118,5,12875,13274,11,2,6,110,12644,11975,25,25,2459,13,1126,8,11975,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
316,12389,9,8,3,4553,800,12300,15,15,1891,15,3636,13,12300,9148,1,4,13,0,2433,7600,26,26,4765,15,686,11,7600,15830,15,7,15,8008,1367,14150,25,25,13772,17,23517,5,14150,19580,21,7,8,859,9720,17400,25,25,7690,16,3996,8,17400,8044,2,5,10,3374,873,7100,84,84,1923,14,361,54,7100,11047,12,2,7,192,2709,9000,10,10,0,14,21206,9,9000,7772,5,0,2,866,1876,6300,10,10,2115,12,0,7,6300,9192,4,10,7,785,0,9083,16,16,13310,13,1571,6,9083,10741,5,9,10,1800,1552,10375,18,18,5707,14,226,10,10375,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
317,13738,10,3,8,1510,4842,11950,28,28,7903,16,14268,12,11950,14342,11,9,6,316,2325,13625,22,22,11759,17,29638,12,13625,11907,4,3,13,6859,3040,11000,38,38,17553,16,81,9,11000,12192,7,5,15,3460,4212,10150,27,27,2201,15,1643,8,10150,6802,4,2,15,504,570,6475,44,44,564,10,4024,19,6475,11225,9,11,2,745,1624,11250,30,30,6678,14,14812,12,11250,7772,5,0,2,866,1876,6300,10,10,2115,12,0,7,6300,9501,1,8,3,541,196,9475,12,12,10912,14,3684,1,9475,14102,8,2,4,1299,2427,14200,34,34,7788,15,6978,10,14200,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
318,12389,9,8,3,4553,800,12300,15,15,1891,15,3636,13,12300,7602,2,6,3,808,0,7200,10,10,5024,12,2377,6,7200,9192,4,10,7,785,0,9083,16,16,13310,13,1571,6,9083,12454,11,3,2,1443,0,12450,32,32,3430,14,4118,10,12450,6071,2,10,9,842,0,5625,54,54,3874,10,5696,39,5625,11978,12,7,6,1624,2979,9250,34,34,1128,15,22116,10,9250,10689,4,6,4,24,3949,10000,16,16,14136,15,0,9,10000,6469,1,4,3,599,0,6350,25,25,11423,11,492,5,6350,11732,11,3,9,143,5641,11700,20,20,4144,12,1689,8,11700,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
319,9249,1,5,16,0,3111,9025,22,22,3156,15,11624,11,9025,15727,10,3,9,3233,7083,15350,28,28,8220,17,4962,9,15350,14324,14,7,7,1134,1400,12625,27,27,17298,16,1365,4,12625,10273,7,6,4,3740,1281,8875,24,24,3757,13,344,12,8875,9646,3,8,22,0,724,10000,60,60,8756,14,12788,34,10000,10405,4,7,5,504,2247,9225,20,20,1547,14,947,11,9225,9671,4,8,5,190,291,9735,21,21,2016,14,11564,10,9735,13445,11,7,5,680,57,12975,12,12,9978,16,27467,2,12975,12318,7,3,6,422,1256,11775,26,26,6366,14,6230,9,11775,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
320,11298,9,1,4,0,2086,9725,34,34,5271,15,14298,11,9725,13911,8,7,9,1219,1903,13875,52,52,5990,16,0,17,13875,9343,4,3,13,156,1175,7775,33,33,5695,12,2013,10,7775,10549,6,8,6,43,3714,8995,16,16,1357,12,1358,8,8995,9584,3,3,14,878,2550,8550,78,78,18272,14,7335,42,8550,10807,11,2,5,542,2386,9250,12,12,688,13,14887,6,9250,13371,10,3,6,4371,9380,12700,20,20,6352,16,320,6,12700,12541,8,7,14,2752,0,11450,33,33,11980,16,5563,5,11450,9073,2,8,7,0,4037,8625,15,15,7198,13,1403,9,8625,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
321,9411,1,10,4,278,2952,8708,10,10,5125,13,2688,8,8708,16306,10,8,9,304,4964,16308,40,40,8091,18,10530,18,16308,11332,9,11,4,1375,408,10290,18,18,9074,14,26246,3,10290,16529,16,6,4,5305,9760,15625,26,26,6741,14,3186,11,15625,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,14761,17,3,15,1539,3702,13775,31,31,3061,15,25138,10,13775,7653,0,4,13,0,1744,7170,12,12,10789,14,6905,5,7170,14493,11,11,12,2873,331,13710,32,32,22955,16,3245,18,13710,13471,10,3,11,672,9694,12425,29,29,1910,15,7589,11,12425,8751,3,8,22,0,476,9500,80,80,5442,12,7607,41,9500,0
322,17289,11,4,11,292,4422,15075,45,45,4082,18,32079,18,15075,8060,3,7,4,5684,1787,7008,6,6,2948,13,1069,6,7008,10378,6,2,8,5047,275,8725,13,13,16363,14,0,3,8725,13197,8,4,3,1708,2798,13075,22,22,4397,14,4135,10,13075,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,12636,0,4,9,0,4876,11875,40,40,2961,16,24743,10,11875,13911,8,7,9,1219,1903,13875,52,52,5990,16,0,17,13875,12541,8,7,14,2752,0,11450,33,33,11980,16,5563,5,11450,18593,13,10,13,3744,5230,18025,25,25,9568,17,7507,12,18025,9068,8,2,14,0,1083,7525,50,50,1633,12,9807,22,7525,1
323,11225,9,11,2,745,1624,11250,30,30,6678,14,14812,12,11250,12699,7,7,10,0,3209,11300,24,24,6097,17,15132,13,11300,10055,4,7,7,1234,0,9550,30,30,4621,14,367,11,9550,11732,11,3,9,143,5641,11700,20,20,4144,12,1689,8,11700,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,10521,2,4,4,1280,8518,8900,13,13,4241,15,773,7,8900,12304,8,4,6,0,1346,12125,25,25,27180,15,0,12,12125,11772,7,5,16,1210,3150,9385,17,17,15849,15,13074,3,9385,16784,21,5,9,1015,5407,14175,37,37,5464,15,6481,11,14175,9824,4,6,30,1218,1816,8350,69,69,12665,14,9738,27,8350,0
324,13278,5,8,18,2529,2424,12050,19,19,1734,17,6512,12,12050,11260,8,8,6,1987,2244,11350,20,20,5583,15,6938,11,11350,20919,16,5,18,3027,6884,24690,48,48,10838,18,3068,7,24690,17957,18,5,11,1900,2827,19225,30,30,11821,18,46187,5,19225,12599,4,13,6,395,2720,12225,42,42,5731,15,4798,16,12225,14385,4,9,11,1460,7268,13090,36,36,29397,18,22471,16,13090,12699,7,7,10,0,3209,11300,24,24,6097,17,15132,13,11300,17596,14,9,10,1092,3997,17475,45,45,23653,18,6167,5,17475,18682,11,9,19,234,11871,16180,21,21,11275,18,2978,12,16180,9776,5,10,19,1050,1344,8650,71,71,3463,14,4726,26,8650,0
325,12636,0,4,9,0,4876,11875,40,40,2961,16,24743,10,11875,9910,2,11,4,0,2018,9783,19,19,4385,14,4931,11,9783,14437,15,5,4,1662,1064,12860,23,23,21004,15,29136,2,12860,10448,3,10,16,1361,242,10300,25,25,6554,13,54,10,10300,9594,6,8,11,60,850,9475,56,56,7911,13,10885,39,9475,11634,4,7,10,0,1497,10600,22,22,2748,15,18441,15,10600,13026,8,5,11,166,3766,11350,16,16,6737,17,5170,8,11350,11181,2,3,18,104,2737,9350,44,44,9383,14,2720,10,9350,13047,8,6,14,438,7715,11600,41,41,5576,15,1022,9,11600,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
326,7995,4,3,7,22,148,7770,23,23,5476,12,9651,8,7770,11707,8,6,5,3076,2075,11410,17,17,7456,14,81,8,11410,9062,7,3,3,575,1333,7133,18,18,14011,13,545,4,7133,9661,5,6,3,0,1097,8425,21,21,3675,11,2112,11,8425,6950,2,11,4,0,0,6450,21,21,3616,11,0,7,6450,8901,2,2,12,0,1261,7275,21,21,3640,14,7292,9,7275,8734,3,4,8,0,1652,7675,17,17,4783,13,14463,8,7675,14180,13,2,7,7605,4755,11775,19,19,16040,15,651,5,11775,11526,6,4,6,1287,9341,9500,13,13,2712,14,3165,7,9500,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
327,9207,1,6,5,0,415,8575,17,17,6199,14,9716,7,8575,13734,1,7,9,1590,5154,13525,19,19,6669,17,6229,13,13525,11569,5,5,3,1737,2530,11175,31,31,11975,15,735,6,11175,10465,5,5,5,11,835,10175,20,20,1633,13,1902,11,10175,6798,0,10,9,0,0,6975,48,48,7088,11,9123,29,6975,10903,6,3,7,1055,3491,10325,21,21,8459,15,14186,6,10325,11707,8,6,5,3076,2075,11410,17,17,7456,14,81,8,11410,11181,2,3,18,104,2737,9350,44,44,9383,14,2720,10,9350,13770,14,2,4,318,7650,13150,16,16,883,13,828,9,13150,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
328,14162,9,5,11,100,4645,14275,16,16,6694,16,27994,9,14275,10689,4,6,4,24,3949,10000,16,16,14136,15,0,9,10000,9587,4,3,11,994,2897,8685,42,42,19921,14,11776,11,8685,10241,2,13,13,2335,0,9925,13,13,6682,14,946,7,9925,10041,4,4,11,1875,252,9350,97,97,6758,12,57,43,9350,11449,7,8,4,0,1182,11225,12,12,5579,16,23470,8,11225,9839,1,2,9,0,7147,9175,27,27,5255,14,817,8,9175,6469,1,4,3,599,0,6350,25,25,11423,11,492,5,6350,9073,2,8,7,0,4037,8625,15,15,7198,13,1403,9,8625,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
329,5879,4,6,1,244,1124,5660,10,10,2351,10,6802,6,5660,9839,1,2,9,0,7147,9175,27,27,5255,14,817,8,9175,7814,2,6,7,474,1089,7275,22,22,7538,12,311,8,7275,10241,2,13,13,2335,0,9925,13,13,6682,14,946,7,9925,6841,1,12,9,0,0,6575,13,13,1711,12,814,7,6575,9106,3,5,6,0,4035,8530,26,26,1942,14,11811,9,8530,10689,4,6,4,24,3949,10000,16,16,14136,15,0,9,10000,10463,8,6,7,3573,793,9925,21,21,13610,13,69,7,9925,13972,6,5,21,284,6963,12700,20,20,3129,16,1902,9,12700,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
330,15118,10,7,10,1322,5902,14858,27,27,10044,18,7291,6,14858,17478,14,7,10,376,4118,16050,48,48,5226,18,4709,12,16050,7959,5,1,2,987,1086,6150,16,16,10558,11,7639,3,6150,18105,16,6,6,906,8585,15250,21,21,7334,16,7747,10,15250,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,5879,4,6,1,244,1124,5660,10,10,2351,10,6802,6,5660,13734,1,7,9,1590,5154,13525,19,19,6669,17,6229,13,13525,13424,16,11,7,1600,0,13450,31,31,7698,15,31907,14,13450,11251,6,6,4,249,4804,11180,18,18,3572,13,2283,6,11180,9776,5,10,19,1050,1344,8650,71,71,3463,14,4726,26,8650,1
331,11994,5,15,7,50,1996,12025,10,10,13599,15,26811,6,12025,7988,4,3,12,328,1325,7525,52,52,3858,12,7581,26,7525,14024,13,6,4,6059,0,12350,20,20,19560,15,0,5,12350,12818,7,12,4,400,1859,12950,15,15,6653,14,2083,8,12950,9901,1,4,9,3644,3508,8725,14,14,5321,15,2564,10,8725,12636,0,4,9,0,4876,11875,40,40,2961,16,24743,10,11875,6547,2,2,3,820,943,5833,12,12,813,11,445,7,5833,9191,6,0,5,894,3983,7650,16,16,12700,12,1112,4,7650,8321,2,6,4,435,323,6650,16,16,4922,12,0,11,6650,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
332,15084,6,9,14,5668,1266,13700,37,37,10759,17,4867,15,13700,12418,3,3,8,2746,5176,10158,28,28,11073,16,5978,12,10158,12265,6,2,9,3478,5378,11825,11,11,18669,15,0,2,11825,11765,6,12,10,316,664,11800,14,14,2498,14,4613,6,11800,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,10075,2,5,15,0,2088,9400,35,35,8684,16,15055,21,9400,16306,10,8,9,304,4964,16308,40,40,8091,18,10530,18,16308,14437,15,5,4,1662,1064,12860,23,23,21004,15,29136,2,12860,18105,16,6,6,906,8585,15250,21,21,7334,16,7747,10,15250,9398,1,8,19,857,1475,9275,65,65,6385,14,12277,34,9275,0
333,11857,5,7,5,72,3361,11225,12,12,5693,16,30009,5,11225,5997,1,7,3,0,956,6670,14,14,0,11,3407,7,6670,13700,12,1,15,923,357,12325,25,25,26848,16,19378,2,12325,13325,7,12,3,449,3514,12700,20,20,6722,14,3442,10,12700,9584,3,3,14,878,2550,8550,78,78,18272,14,7335,42,8550,7359,0,3,5,0,0,7435,15,15,3634,12,11039,10,7435,12506,8,9,4,0,846,12200,21,21,10048,15,3542,9,12200,8442,6,3,5,948,0,7875,22,22,12195,12,11850,3,7875,11919,11,5,13,156,4744,10700,5,5,6127,12,3395,3,10700,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
334,11440,9,5,5,903,0,11000,8,8,2265,13,19877,3,11000,11707,8,6,5,3076,2075,11410,17,17,7456,14,81,8,11410,10835,4,8,5,952,1078,10550,19,19,12944,14,906,1,10550,12818,7,12,4,400,1859,12950,15,15,6653,14,2083,8,12950,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,15896,11,9,13,0,1774,16725,22,22,592,17,29509,12,16725,8480,2,1,4,104,3341,8225,17,17,4788,12,192,6,8225,15830,15,7,15,8008,1367,14150,25,25,13772,17,23517,5,14150,13381,12,4,8,774,5237,12150,28,28,4144,15,2134,12,12150,8848,3,1,19,665,1118,8225,90,90,6316,14,8066,51,8225,0
335,12070,8,2,8,666,3310,11750,26,26,9831,15,14685,12,11750,11824,3,11,8,0,305,11600,27,27,10698,16,0,7,11600,8561,3,9,5,2194,397,8375,12,12,10800,12,0,4,8375,12775,5,4,13,4953,3177,10950,33,33,12009,16,835,8,10950,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,11423,6,7,13,2584,1063,7125,12,12,9004,15,5194,7,7125,9860,7,3,14,130,1282,8550,18,18,2662,14,14392,8,8550,7959,5,1,2,987,1086,6150,16,16,10558,11,7639,3,6150,10120,5,7,12,370,4029,9650,25,25,1114,14,448,10,9650,7813,2,7,14,0,1468,6500,52,52,8880,12,4392,22,6500,0
336,8121,4,1,4,0,2488,7500,12,12,249,11,5693,5,7500,7772,5,0,2,866,1876,6300,10,10,2115,12,0,7,6300,7466,3,2,9,487,0,5800,21,21,9489,10,592,6,5800,8885,2,4,9,0,3386,7685,13,13,5357,13,510,7,7685,5508,4,2,8,202,187,4725,9,9,0,9,2710,5,4725,12280,4,9,10,1248,406,11850,18,18,6842,15,1576,8,11850,3919,0,6,0,0,0,3500,6,6,320,9,5148,5,3500,15661,11,3,14,1404,1118,14250,49,49,9628,18,8173,7,14250,7461,0,7,4,0,1515,6775,18,18,1034,10,963,7,6775,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
337,12389,9,8,3,4553,800,12300,15,15,1891,15,3636,13,12300,7304,0,5,3,290,2599,6800,17,17,401,12,7720,8,6800,7771,3,6,5,610,0,7500,16,16,8763,12,4911,3,7500,12542,10,4,8,224,2954,14405,24,24,3414,15,7122,8,14405,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,5455,1,6,1,0,0,5050,13,13,2786,11,1061,5,5050,8008,2,8,3,853,0,7425,14,14,2039,13,0,8,7425,9412,5,9,2,3357,0,9250,20,20,11455,12,0,7,9250,7119,1,9,3,0,0,6750,19,19,1183,11,599,10,6750,5364,0,8,6,0,1097,5100,40,40,8776,11,7818,22,5100,1
338,12389,9,8,3,4553,800,12300,15,15,1891,15,3636,13,12300,9874,3,6,4,60,0,9905,24,24,12046,15,1452,12,9905,10641,7,6,9,4711,0,10000,14,14,10473,14,12096,2,10000,11367,4,5,9,258,893,11250,37,37,5197,15,1075,15,11250,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,11787,9,3,3,796,5146,10550,11,11,4134,16,18865,5,10550,13974,7,5,6,0,2581,11120,37,37,6298,17,17420,15,11120,8026,3,11,2,625,408,7850,15,15,12574,12,1953,4,7850,13325,7,12,3,449,3514,12700,20,20,6722,14,3442,10,12700,8044,2,5,10,3374,873,7100,84,84,1923,14,361,54,7100,0
339,11442,4,8,11,1197,111,10250,44,44,2445,15,1519,13,10250,11260,8,8,6,1987,2244,11350,20,20,5583,15,6938,11,11350,15219,12,4,30,1015,930,13850,36,36,27479,17,25104,3,13850,14280,9,8,15,1140,4851,11525,33,33,3927,16,4680,12,11525,15240,8,6,10,50,6982,14175,19,19,10642,18,20927,10,14175,12389,9,8,3,4553,800,12300,15,15,1891,15,3636,13,12300,10689,4,6,4,24,3949,10000,16,16,14136,15,0,9,10000,14493,11,11,12,2873,331,13710,32,32,22955,16,3245,18,13710,13274,11,2,6,110,12644,11975,25,25,2459,13,1126,8,11975,8377,3,12,14,1654,187,8425,57,57,941,14,7084,34,8425,1
340,8124,1,5,3,0,0,7600,14,14,501,13,7056,9,7600,6817,2,6,6,354,1614,6375,87,87,2223,10,5383,48,6375,8172,2,5,9,656,1375,7600,33,33,9715,12,1298,11,7600,10605,5,8,4,48,2411,9575,14,14,4472,12,733,6,9575,8837,5,6,3,1151,1062,8350,11,11,12058,13,15261,6,8350,7144,2,1,2,261,9143,5750,3,3,947,10,3351,2,5750,12500,8,6,2,4081,5485,11700,21,21,857,15,214,6,11700,9062,7,3,3,575,1333,7133,18,18,14011,13,545,4,7133,4739,1,1,0,0,97,4325,3,3,1087,8,162,4,4325,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
341,13456.0,6.0,5.0,8.0,1180.0,652.0,13350.0,21.0,21.0,7601.0,16.0,12310.0,7.0,13350.0,10702.0,5.0,14.0,5.0,5458.0,1302.0,10133.0,16.0,16.0,4865.0,15.0,1201.0,10.0,10133.0,12859.0,5.0,9.0,10.0,1813.0,2883.0,11750.0,14.0,14.0,11358.0,15.0,34053.0,7.0,11750.0,10624.0,7.0,7.0,6.0,941.0,1681.0,10905.0,21.0,21.0,3919.0,12.0,2830.0,10.0,10905.0,15515.0,17.0,7.0,14.0,5241.0,627.0,12525.0,57.0,57.0,5248.0,15.0,0.0,24.0,12525.0,,,,,,,,,,,,,,,16912.0,16.0,7.0,7.0,1404.0,3943.0,15625.0,27.0,27.0,14742.0,17.0,4971.0,10.0,15625.0,9062.0,7.0,3.0,3.0,575.0,1333.0,7133.0,18.0,18.0,14011.0,13.0,545.0,4.0,7133.0,16690.0,14.0,6.0,12.0,546.0,5619.0,14800.0,30.0,30.0,2384.0,16.0,1859.0,11.0,14800.0,12285.0,6.0,6.0,8.0,982.0,4679.0,11235.0,22.0,22.0,11110.0,17.0,17372.0,7.0,11235.0,0.0
342,12508,8,4,8,0,2684,12160,16,16,2891,15,24290,8,12160,11260,8,8,6,1987,2244,11350,20,20,5583,15,6938,11,11350,10378,6,2,8,5047,275,8725,13,13,16363,14,0,3,8725,10605,5,8,4,48,2411,9575,14,14,4472,12,733,6,9575,10350,1,7,5,166,675,9825,17,17,6855,14,14805,10,9825,12034,6,12,11,0,3275,10875,12,12,1911,16,19291,9,10875,15648,12,2,3,236,1324,15550,17,17,4181,18,151,5,15550,13487,6,7,19,1432,918,13475,33,33,15675,17,30464,9,13475,16690,14,6,12,546,5619,14800,30,30,2384,16,1859,11,14800,8606,1,2,25,513,1105,7575,74,74,1404,15,3578,43,7575,0
